Class,address,age,block,creator,direction,inter_direction,txFee,txhash,txn_type,type,value
1,0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1539163807,6490135.0,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,OUT,2,0.0,0xf7bb3fa3b98c587ccf564fb0a403488baf0418b9c6e8e91140b4d878f217fdfc,internal,call,0.251674576271186 Ether
1,0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1540203649,0.0,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,OUT,1,0.0,0x82a2b7eee7d8a792e57de91a83be6c2771129b8d78924e1799a19441e1466167,internal,call,0.083118644067796 Ether
1,0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1539596530,6520969.0,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,OUT,1,0.0,0x9cb8c1eece3ddd61e8defa9784ea8282c22eeb8a1abf2517fde4df8f701c5c4b,internal,call,0.41808813559322 Ether
1,0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1540262466,6568153.0,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,OUT,2,0.0,0xef12ec7f6df346436e26192fe50ed00a5f55b9c137de6cc565410597f331b830,internal,call,0.006047457627118 Ether
1,0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1540116531,6557798.0,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,OUT,2,0.0,0xfade2284c839d4a9e56f662b042527e19f15ca4d42e192275f7013b81db016f6,internal,call,0.084 Ether
1,0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1540256072,0.0,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,OUT,1,0.0,0x079e0c46752c7b5dc24a6c7f6ad5146f733ac71f0351ec70fcd4111efbee3160,internal,call,0.051240677966101 Ether
1,0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1538903838,6471574.0,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,OUT,1,0.0,0x98610f6862438d3bac96dd98a7a4d224c1fbf1c619ff55eba004940e2af4c292,internal,call,0.335877966101694 Ether
1,0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1538278189,6427058.0,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,OUT,1,0.0,0x511b1b39641f74b790270706e9fd43e159e9c18234bb2263147b683e084230ec,internal,call,0.248813559322033 Ether
1,0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1540029081,0.0,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,OUT,1,0.0,0x6bd577ba2b67d4c90e698984335379bab2146abf6d49aa347c5853581ff55040,internal,call,0.41537627118644 Ether
1,0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1540265325,0.0,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,OUT,1,0.0,0x5b3f78983559d3bf0a93b96c762adec36594eb7b4e04da790748423cbb862290,internal,call,0.003118644067796 Ether
1,0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1538017756,6408708.0,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,OUT,1,0.0,0x7f8cd93e7a37cd07e618aebc51ee84b52b149216a0e5cdbd3defe2681a003a23,internal,call,0.205898305084745 Ether
1,0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1538557363,0.0,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,OUT,1,0.0,0x6d0d90b5b5c8bfbfa6f02b8366bcf2b9834bf5a6f0eb950167be18d3a2ac793a,internal,call,0.267728813559322 Ether
