address,age,block,direction,txFee,txhash,txn_type,type,value,Class,creator,inter_direction
0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1539822314,6537007.0,OUT,0.0,0x08fb27d8590d95ad09c8254cbacbe095c85984d6c53df61a1e15e0c4ce8559e8,internal,call,0.082106440677966 Ether,1,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,1
0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1539621745,6519706.0,OUT,0.0,0x3e6a74fec720e30ef1ce138a84ff8445a13033ecdc98a351648b9af913dd65c7,internal,call,0.031061016949152 Ether,1,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,1
0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1539085738,6484538.0,OUT,0.0,0xf1cd1512db79a46aff5ee5be4d8cfc4aa24030c732f40bf515438e57ac4f0872,internal,call,0.042346440677966 Ether,1,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,2
0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1539400582,6507030.0,OUT,0.0,0x6bede60fbe7e08341efde4997abf9abce3d668be9bbfd635572760af216f9b48,internal,call,0.062938305084745 Ether,1,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,1
0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1539214393,6493768.0,OUT,0.0,0x0a51e88c6db29ea639027c2a59c2632d999c2a7372dab11532e79229857f16e1,internal,call,0.043803389830508 Ether,1,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,1
0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1539486611,6513161.0,OUT,0.0,0x727aa7331d2dde30aa9d66cf8676b96b3e040dc81d0266f029302b8f426e0d37,internal,call,0.02909627118644 Ether,1,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,1
0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1538118982,6415837.0,OUT,0.0,0x9ff233b6d98bd10b128183ddf4e507337a7a6cbf1c1a6ade1503325e59de0b3b,internal,call,0.031545084745762 Ether,1,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,1
0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1538284356,6427506.0,OUT,0.0,0x0f3c2d3cace00a26110a0ef8c8a490938d1de1993215f2ccf854b3158de9d7ce,internal,call,0.028825762711864 Ether,1,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,1
0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1538786974,6463168.0,OUT,0.0,0x63eca394381bb8e4e9c144ad81e77a7e1de6893e9a86d696e9565904be36001b,internal,call,0.116755254237288 Ether,1,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,1
0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1540024269,6551280.0,OUT,0.0,0xf6fd7d040781e62e5e28701da1de84d44fe4f2d74ccaed73841a3dab6cdcb32b,internal,call,0.06773627118644 Ether,1,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,2
0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1538441054,6438566.0,OUT,0.0,0xeb6cecad77bbd8d7c2ca2da907caaf7fa5bcfc069a01898b01b69ed91538a177,internal,call,0.05248813559322 Ether,1,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,2
0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1538024649,6409190.0,OUT,0.0,0x06fb962b7e3ad757738db844cf8c3b349a43e56d479d85ec975f7f0637bfc4af,internal,call,0.032095593220338 Ether,1,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,1
0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1538197601,6421432.0,OUT,0.0,0xe5020ad117598b6bb33817d060d65b88d10fd51baeb8d55efc7709d7ae1fda7f,internal,call,0.026552542372881 Ether,1,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,2
0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1538959986,0.0,OUT,0.0,0x832388cd3ceadd3b0110ca9e70c49e4a5c80bf6e9eb4ca76e7c1b2750dfb3a8c,internal,call,0.059070508474576 Ether,1,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,1
